claim_id,customer_id,policy_number,claim_type,incident_date,filed_date,closed_date,amount_requested,reserved_amount,amount_paid,claim_status,fraud_flag,assigned_adjuster,processing_days,notes
CLM-2025-00013,CUST-2009,AUTO-847392,auto_collision,2024-10-22,2024-10-28,2024-11-20,5400.0,5200.0,4950.0,closed_approved,False,AGT-112,23,Front‑end collision damage validated by photos and repair estimate within the policy’s collision limit and $750 deductible.
CLM-2025-00014,CUST-3014,AUTO-240702,auto_comprehensive,2024-09-05,2024-09-10,2024-10-05,3100.0,3000.0,2750.0,closed_approved,False,AGT-104,25,Hail damage assessment aligned with enhanced comprehensive coverage and applied $250 deductible.
CLM-2025-00015,CUST-1012,AUTO-240614,auto_collision,2024-07-18,2024-07-28,2024-08-22,7800.0,7000.0,0.0,closed_denied,False,AGT-117,25,Claim denied due to suspended policy status at time of loss.
CLM-2025-00016,CUST-0058,HEALTH-510018,health_surgery,2024-11-02,2024-11-04,2024-11-25,9200.0,9000.0,9000.0,closed_approved,False,AGT-093,21,Routine knee arthroscopy verified with provider billing and paid within medical coverage limit.
CLM-2025-00017,CUST-9219,HOME-210925,home_fire,2024-08-11,2024-08-18,2024-09-12,14400.0,14000.0,13800.0,closed_approved,False,AGT-101,25,Kitchen‑area smoke damage matched fire inspector report under standard home coverage cap.
CLM-2025-00018,CUST-9142,HOME-004052,home_fire,2024-06-21,2024-06-28,2024-07-22,9800.0,9500.0,9500.0,closed_approved,False,AGT-106,24,Electrical‑source fire confirmed by licensed inspector consistent with premium tier liability protection.
CLM-2025-00019,CUST-0016,HEALTH-202406,health_surgery,2023-10-11,2023-10-13,2023-11-06,13200.0,13000.0,13000.0,closed_approved,False,AGT-111,24,Appendectomy billing aligned with premium medical coverage and validated by provider documentation.
CLM-2025-00020,CUST-1007,HEALTH-202402,health_surgery,2024-10-03,2024-10-04,2024-10-28,4800.0,4600.0,4600.0,closed_approved,False,AGT-104,24,Outpatient hernia operation billed accurately within basic coverage limit.
CLM-2025-00021,CUST-1024,AUTO-240603,auto_collision,2024-09-12,2024-09-18,2024-10-12,6200.0,6000.0,4500.0,closed_approved,False,AGT-109,24,Rear‑impact repair estimate reduced by $1500 collision deductible under basic tier.
CLM-2025-00022,CUST-3025,HOME-006432,home_fire,2024-05-14,2024-05-21,2024-06-15,4100.0,3900.0,3900.0,closed_approved,False,AGT-095,25,Minor laundry‑room fire damage supported by photos and contractor report within standard coverage cap.
CLM-2025-00023,CUST-1617,HOME-002123,home_fire,2024-04-18,2024-04-25,2024-05-15,7500.0,7200.0,7200.0,closed_approved,False,AGT-100,20,Basement wiring fire corroborated by electrician’s report consistent with tier limits.
CLM-2025-00024,CUST-8026,HEALTH-441803,health_surgery,2024-09-09,2024-09-11,2024-10-01,6100.0,6000.0,6000.0,closed_approved,False,AGT-118,20,Gallbladder procedure billing validated under standard medical coverage.
CLM-2025-00025,CUST-7406,AUTO-241105,auto_comprehensive,2024-08-25,2024-09-01,2024-09-30,1800.0,1700.0,950.0,closed_approved,False,AGT-097,29,Windshield replacement approved with $750 comprehensive deductible applied.
CLM-2025-00026,CUST-3017,HOME-942381,home_fire,2024-02-27,2024-03-05,2024-03-20,5200.0,0.0,0.0,closed_denied,False,AGT-120,15,Claim denied because the policy had lapsed prior to reported fire event.
CLM-2025-00027,CUST-0071,AUTO-012950,auto_collision,2024-10-12,2024-10-21,2024-11-14,3900.0,3800.0,3050.0,closed_approved,False,AGT-103,24,Side‑panel damage consistent with scene photos; $750 deductible applied.
CLM-2025-00028,CUST-1016,AUTO-230416,auto_comprehensive,2024-04-23,2024-04-30,2024-05-25,2500.0,2400.0,1650.0,closed_approved,False,AGT-110,25,Vandalism scratches verified by inspection; payout reflects $750 comprehensive deductible.
CLM-2025-00029,CUST-2911,AUTO-301982,auto_collision,2024-04-09,2024-04-18,2024-05-08,8400.0,0.0,0.0,closed_denied,True,AGT-117,20,"SIU flagged inconsistent repair‑shop invoices from a blacklisted vendor, placing payout on permanent hold."
CLM-2025-00030,CUST-4637,AUTO-202417,auto_comprehensive,2024-03-18,2024-03-25,2024-04-10,1500.0,0.0,0.0,closed_denied,False,AGT-099,16,Claim denied because policy was cancelled before date of loss.
CLM-2025-00031,CUST-1011,AUTO-240613,auto_collision,2024-09-20,2024-09-27,,5100.0,5000.0,0.0,open,False,AGT-104,14,Claim under active review pending supplemental repair documentation.
CLM-2025-00032,CUST-1012,AUTO-230412,auto_comprehensive,2024-11-01,2024-11-08,2024-12-01,2700.0,2600.0,1600.0,closed_approved,False,AGT-112,23,Theft of side mirrors documented; payout reduced per $1000 comprehensive deductible.
CLM-2025-00033,CUST-0061,AUTO-510021,auto_collision,2024-10-19,2024-10-28,2024-11-18,4600.0,4500.0,4000.0,closed_approved,False,AGT-093,21,Low‑speed rear damage consistent with photos and covered under standard collision terms with $500 deductible.
CLM-2025-00101,CUST-7278,AUTO-007482,auto_collision,2024-11-12,2024-11-20,2024-12-15,8200.0,8500.0,8200.0,closed_approved,False,AGT-103,25,Rear‑end impact confirmed by photos; payout applied after $500 collision deductible under premium auto tier.
CLM-2025-00102,CUST-9225,HEALTH-310931,health_surgery,2024-10-02,2024-10-04,2024-10-25,12400.0,13000.0,12400.0,closed_approved,False,AGT-111,21,Procedure billing validated; covered within medical payments limit under premium health plan.
CLM-2025-00103,CUST-8016,AUTO-234909,auto_comprehensive,2024-08-18,2024-08-26,2024-09-12,3600.0,3800.0,3600.0,closed_approved,False,AGT-097,17,Windshield damage from storm confirmed; payout applied post $250 comprehensive deductible.
CLM-2025-00104,CUST-1001,AUTO-240612,auto_collision,2024-04-12,2024-04-20,2024-04-28,2900.0,2900.0,0.0,closed_denied,False,AGT-106,8,Claim denied due to policy lapse prior to incident date.
CLM-2025-00105,CUST-8701,AUTO-240101,auto_collision,2024-09-05,2024-09-10,2024-09-30,5100.0,5300.0,5100.0,closed_approved,False,AGT-118,20,Low‑speed intersection collision verified; payout within collision limit after $1000 deductible.
CLM-2025-00106,CUST-0014,HOME-820739,home_fire,2024-11-09,2024-11-15,2024-12-12,18400.0,19000.0,18400.0,closed_approved,False,AGT-099,27,Kitchen fire damage confirmed by inspector; payout within premium home liability caps.
CLM-2025-00107,CUST-0031,AUTO-000702,auto_comprehensive,2024-10-25,2024-11-01,2024-11-20,1800.0,2000.0,1800.0,closed_approved,False,AGT-104,19,Theft of side mirrors verified; payout reflects $1000 comprehensive deductible.
CLM-2025-00108,CUST-3008,AUTO-684903,auto_collision,2024-07-19,2024-07-25,2024-08-14,6900.0,7200.0,6900.0,closed_approved,False,AGT-112,20,Impact with guardrail substantiated; payout applied after $750 collision deductible.
CLM-2025-00109,CUST-9007,HOME-672107,home_fire,2024-08-22,2024-08-28,2024-09-18,5200.0,5500.0,5200.0,closed_approved,False,AGT-101,21,Minor electrical fire confirmed in garage; payout within basic home coverage.
CLM-2025-00110,CUST-1010,AUTO-902351,auto_comprehensive,2024-06-25,2024-07-02,2024-07-20,2400.0,2600.0,2400.0,closed_approved,False,AGT-095,18,Broken rear window from vandalism validated; payout applied after $500 comprehensive deductible.
CLM-2025-00111,CUST-1201,AUTO-202406,auto_collision,2024-11-14,2024-11-20,,4300.0,4500.0,0.0,open,False,AGT-117,14,Claim under review pending second repair estimate from vendor.
CLM-2025-00112,CUST-8015,AUTO-234911,auto_comprehensive,2024-02-10,2024-02-13,2024-02-28,1500.0,1500.0,0.0,closed_denied,False,AGT-099,15,Denied because policy was cancelled before incident date.
CLM-2025-00113,CUST-1105,HOME-293849,home_fire,2024-05-11,2024-05-15,2024-06-08,7600.0,8000.0,7600.0,closed_approved,False,AGT-120,24,Fire damage to attic verified; payout aligns with basic home tier liability limits.
CLM-2025-00114,CUST-0033,AUTO-000705,auto_collision,2024-10-01,2024-10-05,2024-10-26,5800.0,6000.0,5800.0,closed_approved,False,AGT-109,21,Collision damage corroborated by dashcam; deductible of $1000 applied.
CLM-2025-00115,CUST-8814,AUTO-241113,auto_comprehensive,2024-09-20,2024-09-28,2024-10-14,2100.0,2300.0,2100.0,closed_approved,False,AGT-103,16,Hail damage validated by adjuster; payout after $1000 comprehensive deductible.
CLM-2025-00116,CUST-1016,HOME-240618,home_fire,2024-12-01,2024-12-06,,18400.0,19500.0,0.0,open,True,AGT-110,10,SIU reviewing contractor invoice anomalies; payout on hold pending vendor audit.
CLM-2025-00117,CUST-2197,AUTO-202414,auto_collision,2024-10-11,2024-10-20,2024-11-15,3400.0,3600.0,3400.0,closed_approved,False,AGT-097,26,Side‑impact damage supported by photographs; payout following $1000 deductible.
CLM-2025-00118,CUST-1130,HOME-120045,home_fire,2024-04-15,2024-04-19,2024-05-09,5800.0,6000.0,5800.0,closed_approved,False,AGT-101,20,Basement smoke damage verified; payout within basic coverage tier.
CLM-2025-00119,CUST-0057,HOME-510017,home_fire,2024-03-14,2024-03-18,2024-04-03,4900.0,5100.0,4900.0,closed_approved,False,AGT-104,16,Localized wiring fire confirmed; payout within liability limits.
CLM-2025-00120,CUST-7287,AUTO-008177,auto_comprehensive,2024-12-05,2024-12-12,2024-12-28,1600.0,1800.0,1600.0,closed_approved,False,AGT-118,16,Broken headlamp from debris confirmed; payout after $1200 comprehensive deductible.
CLM-2025-40601,CUST-4631,AUTO-202412,auto_collision,2024-07-11,2024-07-13,2024-08-05,5400.0,5200.0,5000.0,closed_approved,False,AGT-121,23,Front bumper repair approved under standard collision coverage after applying the 650 deductible.
CLM-2025-40602,CUST-2116,AUTO-200345,auto_collision,2023-09-02,2023-09-10,2023-09-20,6200.0,0.0,0.0,closed_denied,False,AGT-104,10,Claim denied due to policy lapse prior to incident date.
CLM-2025-40603,CUST-5831,AUTO-921516,auto_comprehensive,2024-08-19,2024-08-21,2024-09-08,3800.0,3600.0,3450.0,closed_approved,False,AGT-097,18,Windshield replacement approved under premium comprehensive coverage after 350 deductible.
CLM-2025-40604,CUST-1002,HOME-303948,home_fire,2024-02-04,2024-02-10,2024-03-01,9100.0,9000.0,8900.0,closed_approved,False,AGT-110,20,Smoke damage repairs validated by inspection under basic home coverage limits.
CLM-2025-40605,CUST-0054,HEALTH-510014,health_surgery,2024-11-10,2024-11-12,2024-12-02,7200.0,7100.0,7000.0,closed_approved,False,AGT-118,20,Procedural costs approved within basic medical payments limit.
CLM-2025-40606,CUST-2281,AUTO-003842,auto_comprehensive,2024-05-16,2024-05-20,2024-06-10,2100.0,2000.0,1800.0,closed_approved,False,AGT-093,21,Theft of side mirrors validated; payout issued after 1200 comprehensive deductible.
CLM-2025-40607,CUST-1026,AUTO-230422,auto_collision,2023-12-10,2023-12-20,2024-01-03,4500.0,0.0,0.0,closed_denied,False,AGT-106,14,Claim denied because the policy was in grace status but had expired before incident date.
CLM-2025-40608,CUST-9221,AUTO-110927,auto_collision,2024-04-09,2024-04-11,2024-04-30,3200.0,3000.0,2900.0,closed_approved,False,AGT-103,19,Rear-end collision repairs approved after applying the 1750 collision deductible.
CLM-2025-40609,CUST-0023,AUTO-202417,auto_comprehensive,2024-02-01,2024-02-03,2024-02-20,4800.0,4700.0,4550.0,closed_approved,False,AGT-099,17,Approved for hail damage under premium comprehensive coverage with a 250 deductible.
CLM-2025-40610,CUST-9001,AUTO-672101,auto_collision,2024-07-22,2024-07-28,2024-08-15,2700.0,2600.0,2500.0,closed_approved,False,AGT-117,18,Minor front-end repairs approved after 1000 deductible.
CLM-2025-40611,CUST-1009,AUTO-202412,auto_comprehensive,2024-08-14,2024-08-18,2024-09-05,3600.0,3500.0,3400.0,closed_approved,False,AGT-121,18,Vandalism damage covered under comprehensive; 800 deductible applied.
CLM-2025-40612,CUST-8023,AUTO-234908,auto_collision,2024-03-12,2024-03-14,2024-04-02,6400.0,6200.0,6000.0,closed_approved,False,AGT-095,19,Side-impact repairs approved within standard collision limits after 750 deductible.
CLM-2025-40613,CUST-2201,AUTO-202406,auto_comprehensive,2024-09-05,2024-09-07,2024-09-26,3100.0,3000.0,2950.0,closed_approved,False,AGT-112,19,Animal-strike damage verified and covered under comprehensive with 500 deductible.
CLM-2025-40614,CUST-3017,HOME-942381,home_fire,2024-01-05,2024-01-09,2024-01-29,7200.0,7000.0,6900.0,closed_approved,False,AGT-101,20,Kitchen fire soot remediation approved under basic home coverage limits.
CLM-2025-40615,CUST-1143,HOME-120047,home_fire,2024-06-14,2024-06-20,2024-07-08,11800.0,11500.0,11300.0,closed_approved,False,AGT-109,18,Electrical fire damage validated and approved under standard tier limits.
CLM-2025-40616,CUST-3029,AUTO-004489,auto_collision,2024-03-08,2024-03-11,2024-03-31,2600.0,2500.0,2400.0,closed_approved,False,AGT-120,20,Low-speed impact repairs approved after 2000 collision deductible.
CLM-2025-40617,CUST-2013,HEALTH-911432,health_surgery,2024-10-15,2024-10-17,2024-11-04,8300.0,8200.0,8150.0,closed_approved,False,AGT-118,18,Procedure costs approved within standard medical payments limit.
CLM-2025-40618,CUST-7233,HOME-019832,home_fire,2024-05-22,2024-05-27,2024-06-20,6400.0,6300.0,6200.0,closed_approved,False,AGT-111,24,Localized attic fire damage approved under standard home tier coverage.
CLM-2025-40619,CUST-1015,AUTO-902355,auto_collision,2024-10-02,2024-10-05,,5500.0,5400.0,0.0,open,True,AGT-097,28,Payout on hold pending SIU review of repeated vendor involvement flagged in audit.
CLM-2025-40620,CUST-2392,HEALTH-882193,health_surgery,2024-09-12,2024-09-14,2024-09-30,9100.0,9000.0,8900.0,closed_approved,False,AGT-103,16,Procedure approved within premium medical benefit limits following standard verification.
CLM-2025-00101,CUST-3013,AUTO-222841,auto_collision,2024-07-18,2024-07-20,2024-08-05,4800.0,5000.0,4800.0,closed_approved,False,AGT-103,16,Front bumper replacement approved within collision limit after deductible applied per standard tier.
CLM-2025-00102,CUST-2117,HOME-880234,home_fire,2024-06-04,2024-06-09,2024-06-28,9200.0,9500.0,9200.0,closed_approved,False,AGT-099,19,Kitchen smoke damage validated by inspector and paid under home fire coverage.
CLM-2025-00103,CUST-0013,AUTO-921381,auto_comprehensive,2024-11-02,2024-11-08,2024-11-22,3100.0,3300.0,3100.0,closed_approved,False,AGT-118,14,Windshield replacement approved under comprehensive limit minus deductible.
CLM-2025-00104,CUST-1022,HOME-110015,home_fire,2024-03-20,2024-03-25,2024-04-04,7000.0,0.0,0.0,closed_denied,False,AGT-121,10,Claim denied due to policy lapse at time of incident.
CLM-2025-00105,CUST-1011,HOME-002318,home_fire,2024-09-11,2024-09-13,2024-09-29,6400.0,6600.0,6400.0,closed_approved,False,AGT-100,16,Electrical short confirmed by fire inspector; payout within home fire coverage.
CLM-2025-00106,CUST-4628,HEALTH-202407,health_surgery,2024-08-12,2024-08-14,2024-08-24,5800.0,6000.0,5800.0,closed_approved,False,AGT-111,10,Approved for arthroscopic knee procedure under medical payments provision.
CLM-2025-00107,CUST-3037,HEALTH-001684,health_surgery,2024-10-03,2024-10-05,2024-10-17,4900.0,5000.0,4900.0,closed_approved,False,AGT-112,12,Appendectomy claim validated with provider documentation and paid per standard plan.
CLM-2025-00108,CUST-2010,HOME-764532,home_fire,2024-05-22,2024-05-28,2024-06-15,4500.0,4700.0,4500.0,closed_approved,False,AGT-095,18,Smoke damage to attic validated by inspector and covered under basic tier.
CLM-2025-00109,CUST-1012,AUTO-202414,auto_collision,2024-10-15,2024-10-20,2024-11-05,6200.0,6500.0,6200.0,closed_approved,False,AGT-097,16,Left-side panel repairs approved within collision limit after deductible.
CLM-2025-00110,CUST-1030,AUTO-202411,auto_comprehensive,2024-04-18,2024-04-25,2024-05-05,2100.0,2200.0,2100.0,closed_approved,False,AGT-104,10,Rear window replacement approved after vandalism review under comprehensive coverage.
CLM-2025-00111,CUST-9050,HEALTH-118392,health_surgery,2024-07-05,2024-07-07,2024-07-17,5300.0,5500.0,5300.0,closed_approved,False,AGT-117,10,Outpatient gallbladder surgery validated and approved within plan allowance.
CLM-2025-00112,CUST-9004,HOME-240003,home_fire,2024-12-02,2024-12-09,2024-12-28,8400.0,8600.0,8400.0,closed_approved,False,AGT-109,19,Basement fire damage verified and paid within basic home coverage cap.
CLM-2025-00113,CUST-9001,HEALTH-240012,health_surgery,2024-11-20,2024-11-22,2024-12-03,7100.0,7300.0,7100.0,closed_approved,False,AGT-110,11,Hip repair procedure confirmed and approved under standard medical coverage.
CLM-2025-00114,CUST-8716,AUTO-240117,auto_collision,2024-09-10,2024-09-12,2024-09-29,3900.0,4100.0,3900.0,closed_approved,True,AGT-093,17,Minor bumper repair approved; SIU review flagged a repeat vendor but no overbilling identified.
CLM-2025-00115,CUST-2913,HOME-232918,home_fire,2024-08-03,2024-08-08,2024-08-26,5200.0,5400.0,5200.0,closed_approved,False,AGT-111,18,Garage wiring incident corroborated by inspector and paid per basic-tier limits.
CLM-2025-00116,CUST-2192,AUTO-202409,auto_comprehensive,2024-10-28,2024-11-02,2024-11-16,2600.0,2700.0,2600.0,closed_approved,False,AGT-118,14,Theft-related mirror replacement approved under comprehensive limit.
CLM-2025-00117,CUST-1114,AUTO-438202,auto_collision,2024-11-09,2024-11-11,2024-11-29,5700.0,6000.0,5700.0,closed_approved,False,AGT-106,18,Rear-end damage validated with scene photos and covered within collision cap.
CLM-2025-00118,CUST-8807,HOME-241106,home_fire,2024-12-15,2024-12-20,,7200.0,7500.0,0.0,open,False,AGT-120,7,Investigation ongoing pending structural assessment report.
CLM-2025-00119,CUST-1016,AUTO-202418,auto_collision,2024-05-02,2024-05-10,2024-05-18,3400.0,0.0,0.0,closed_denied,False,AGT-097,8,Claim denied due to policy cancellation prior to loss event.
CLM-2025-00120,CUST-1014,AUTO-202416,auto_comprehensive,2024-02-10,2024-02-12,2024-02-27,2800.0,0.0,0.0,closed_denied,True,AGT-104,15,Vendor audit identified mismatched invoices; payout denied and vendor suspended pending SIU review.
CLM-2025-40801,CUST-1531,AUTO-202404,auto_collision,2024-11-12,2024-11-20,2024-12-12,4800.0,5000.0,4800.0,closed_approved,False,AGT-103,22,Front-bumper impact matched photos and payout applied after $1250 collision deductible under basic tier.
CLM-2025-40802,CUST-0013,AUTO-921381,auto_comprehensive,2024-10-03,2024-10-10,2024-10-25,3600.0,3800.0,3600.0,closed_approved,False,AGT-111,15,Windshield damage consistent with storm debris and covered below $500 comprehensive deductible.
CLM-2025-40803,CUST-8013,AUTO-234902,auto_collision,2024-09-22,2024-09-27,2024-10-18,9100.0,9500.0,9100.0,closed_approved,False,AGT-100,21,Rear-end crash validated by police report; collision limit of $40000 not exceeded.
CLM-2025-40804,CUST-0021,AUTO-202415,auto_comprehensive,2024-06-11,2024-06-17,2024-07-03,2200.0,2400.0,2200.0,closed_approved,False,AGT-112,16,Broken side glass from theft attempt covered after $1100 comprehensive deductible.
CLM-2025-40805,CUST-2203,AUTO-202420,home_fire,2024-07-19,2024-07-25,2024-08-15,12500.0,13000.0,12500.0,closed_approved,False,AGT-117,21,Kitchen fire damage verified by inspector; payout well under premium-tier aggregate capacity.
CLM-2025-40806,CUST-1115,AUTO-560210,auto_collision,2024-10-02,2024-10-12,2024-10-27,3400.0,3600.0,3400.0,closed_approved,False,AGT-118,15,Low-speed impact validated by photos; collision deductible of $1000 applied.
CLM-2025-40807,CUST-1110,AUTO-118245,auto_comprehensive,2024-08-14,2024-08-21,2024-09-10,5100.0,5300.0,5100.0,closed_approved,False,AGT-095,20,Hail-related dents confirmed by field visit and under $750 comprehensive deductible rules.
CLM-2025-40808,CUST-0081,AUTO-012956,auto_collision,2024-09-03,2024-09-10,2024-09-30,8600.0,8800.0,8600.0,closed_approved,False,AGT-097,20,Front quarter-panel repairs match adjuster estimate and remain within $32000 collision limit.
CLM-2025-40809,CUST-8023,AUTO-234908,auto_comprehensive,2024-10-15,2024-10-20,2024-11-05,2800.0,3000.0,2800.0,closed_approved,False,AGT-104,16,Vandalism scratch marks verified by photos; deductible of $750 applied.
CLM-2025-40810,CUST-9229,HOME-210938,home_fire,2024-09-28,2024-10-05,2024-10-24,6400.0,6600.0,6400.0,closed_approved,False,AGT-101,19,Small electrical fire in pantry validated by inspector and well below basic-tier liability cap.
CLM-2025-40811,CUST-0128,AUTO-003221,auto_collision,2024-01-22,2024-01-30,2024-02-15,4900.0,5200.0,4900.0,closed_approved,False,AGT-120,16,Rear bumper replacement supported by repair facility documentation and under $20000 collision limit.
CLM-2025-40812,CUST-1608,AUTO-003415,auto_comprehensive,2024-10-14,2024-10-21,2024-11-12,7200.0,7400.0,7200.0,closed_approved,False,AGT-109,22,Fallen-branch roof damage validated; payout applied after $250 comprehensive deductible under premium tier.
CLM-2025-40813,CUST-3008,AUTO-684903,auto_collision,2024-11-01,2024-11-10,2024-11-28,4100.0,4300.0,4100.0,closed_approved,False,AGT-099,18,Left-door impact video corroboration supported prompt approval within $80000 limit.
CLM-2025-40814,CUST-0024,HEALTH-000694,health_surgery,2024-09-09,2024-09-11,2024-09-25,5200.0,5400.0,5200.0,closed_approved,False,AGT-106,14,Outpatient orthopedic procedure verified and within medical-payments coverage.
CLM-2025-40815,CUST-1211,AUTO-202412,auto_collision,2024-02-20,2024-03-01,2024-03-18,3900.0,0.0,0.0,closed_denied,False,AGT-118,17,Claim denied due to policy cancellation prior to filing date.
CLM-2025-40816,CUST-4631,HOME-202410,home_fire,2024-10-22,2024-10-28,2024-11-15,7800.0,8000.0,7800.0,closed_approved,False,AGT-110,18,Laundry-room fire confirmed by inspection and paid under standard-tier liability limit.
CLM-2025-40817,CUST-8703,HEALTH-240104,health_surgery,2024-08-20,2024-08-22,2024-09-08,6800.0,7000.0,6800.0,closed_approved,False,AGT-093,17,Procedure billing matched authorized provider records within coverage limit.
CLM-2025-40818,CUST-4629,AUTO-202411,auto_comprehensive,2024-11-05,2024-11-12,2024-11-30,2600.0,2800.0,2600.0,closed_approved,False,AGT-121,18,Side-mirror theft validated by photos and paid after $700 deductible.
CLM-2025-40819,CUST-9010,HOME-240019,home_fire,2024-10-09,2024-10-16,2024-11-08,9100.0,9400.0,9100.0,closed_approved,True,AGT-103,23,Minor garage fire investigated due to prior-vendor alerts; SIU cleared vendor and payout released.
CLM-2025-40820,CUST-0063,HEALTH-202404,health_surgery,2024-10-25,2024-10-27,,7300.0,7500.0,0.0,open,False,AGT-111,14,Claim under review pending procedure documentation from authorized provider.
CLM-2025-40901,CUST-2902,AUTO-371916,auto_collision,2024-11-03,2024-11-10,2024-12-02,4800.0,5000.0,4700.0,closed_approved,False,AGT-103,22,Damage consistent with commuter rear‑end collision and payout applied after $750 collision deductible under standard tier.
CLM-2025-40902,CUST-1001,HEALTH-202401,health_surgery,2024-07-18,2024-07-20,2024-08-05,9200.0,9500.0,9200.0,closed_approved,False,AGT-118,16,Routine outpatient knee procedure aligned with plan rules and paid within medical coverage limit.
CLM-2025-40903,CUST-1013,AUTO-202415,auto_comprehensive,2024-02-11,2024-02-15,2024-03-04,3100.0,3300.0,2100.0,closed_approved,False,AGT-110,18,Windshield and panel damage from storm event with $1000 comprehensive deductible applied under basic tier limits.
CLM-2025-40904,CUST-9216,AUTO-110932,auto_collision,2024-09-05,2024-09-12,2024-10-01,6900.0,7100.0,4900.0,closed_approved,False,AGT-101,19,Front‑end damage verified via photos and payout reduced by $2000 collision deductible under basic coverage.
CLM-2025-40905,CUST-2190,AUTO-202407,auto_comprehensive,2024-08-14,2024-08-20,2024-09-10,8200.0,8400.0,7700.0,closed_approved,False,AGT-095,21,Theft‑related interior damage confirmed and paid after $500 comprehensive deductible under standard tier.
CLM-2025-40906,CUST-3020,AUTO-240709,auto_collision,2024-06-01,2024-06-10,2024-07-02,4200.0,4400.0,0.0,closed_denied,False,AGT-111,22,Claim denied due to policy suspension at incident date and non‑payment status documentation.
CLM-2025-40907,CUST-4183,HEALTH-003103,health_surgery,2024-09-12,2024-09-14,2024-10-01,6100.0,6200.0,6100.0,closed_approved,False,AGT-120,17,Covered gallbladder procedure validated with required hospital documentation.
CLM-2025-40908,CUST-9015,AUTO-240016,auto_comprehensive,2024-05-04,2024-05-10,2024-05-28,2600.0,2800.0,1400.0,closed_approved,False,AGT-097,18,Side‑window vandalism confirmed; payout reflects $1200 comprehensive deductible under basic tier.
CLM-2025-40909,CUST-5831,AUTO-921516,auto_collision,2024-07-23,2024-07-30,2024-08-18,15500.0,16000.0,15300.0,closed_approved,False,AGT-104,19,High‑value front‑end loss within premium tier limits after $200 deductible applied.
CLM-2025-40910,CUST-0130,AUTO-003224,auto_collision,2024-01-18,2024-01-25,2024-02-14,5400.0,5600.0,0.0,closed_denied,False,AGT-106,20,Claim denied because incident occurred after policy lapse and outside grace reinstatement window.
CLM-2025-40911,CUST-7416,HOME-241115,home_fire,2024-03-08,2024-03-15,2024-04-05,12800.0,13000.0,12800.0,closed_approved,False,AGT-112,21,Kitchen fire damage validated through inspection and covered under premium property limits.
CLM-2025-40912,CUST-8709,AUTO-240110,auto_comprehensive,2024-05-12,2024-05-20,2024-06-08,3500.0,3600.0,2600.0,closed_approved,False,AGT-099,19,Hail damage confirmed and reduced by $900 comprehensive deductible under standard tier.
CLM-2025-40913,CUST-0013,HOME-112098,home_fire,2024-10-10,2024-10-18,2024-11-07,7800.0,8000.0,7800.0,closed_approved,False,AGT-117,20,Localized electrical fire confirmed via inspection and covered under standard home limits.
CLM-2025-40914,CUST-0031,AUTO-000702,auto_collision,2024-08-22,2024-08-28,2024-09-15,3900.0,4100.0,2400.0,closed_approved,False,AGT-109,18,Rear‑quarter impact confirmed; payout reflects $1500 collision deductible under basic tier.
CLM-2025-40915,CUST-8710,AUTO-240111,auto_comprehensive,2024-03-18,2024-03-25,2024-04-10,3100.0,3200.0,0.0,closed_denied,True,AGT-121,16,Vendor invoice flagged on blacklist; SIU referral triggered and claim denied for unverifiable repair documentation.
CLM-2025-40916,CUST-1010,AUTO-202411,auto_collision,2024-09-09,2024-09-15,2024-10-05,6200.0,6400.0,5450.0,closed_approved,False,AGT-100,20,Impact damage consistent with reported turn‑lane incident after $750 collision deductible in standard tier.
